grafische,jullie,draait,borst,handhaven,gezinsleven,ziek,pakt,dekenkist,stijf,pakketten,wei,bestuderen,weergeven,zichtbare,synthesen,stop,medewerkers,roze,dijken,zuipen,daarover,inwoners,excuus,daling,hein,schaden,dassen,standbeeld,complicaties,reageert,hij,zoals,leuks,paleis,indelen,major,muis,rollen,stokt
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
