1;100000;-1457,534729;486,9482133;1536,725756;161,5260262;102,9519047
2;89125;-1412,629832;494,1619297;1496,569094;160,7192952;101,6518817
3;79433;-1310,70959;408,2352497;1372,813042;162,7002123;100,2618537
4;70795;-1413,817589;401,7467818;1469,789322;164,1371067;98,97683275
5;63096;-1220,317038;273,5018185;1250,590628;167,3674212;97,58680675
6;56234;-1254,086361;172,3278291;1265,871037;172,1758131;96,26178076
7;50119;-1133,478601;235,2260639;1157,62906;168,2760613;94,95175776
8;44668;-946,0052018;-62,27853316;948,0529824;-176,2334716;93,64673276
9;39811;-943,868699;-185,5151392;961,9272259;-168,8803925;92,33670677
10;35481;-879,6327286;-207,1346115;903,6915871;-166,7494694;91,00668277
11;31623;-767,6714597;-372,1759657;853,1321231;-154,1353581;89,71665877
12;28184;-796,949912;-403,6627558;893,3491941;-153,1373498;88,42663478
13;25119;-810,2983682;-678,3632059;1056,7687;-140,064703;87,14661178
14;22387;-231,8127545;-1203,716975;1225,835107;-100,9006151;85,84158878
15;19953;206,1766923;-1110,069786;1129,054365;-79,47817417;84,52156379
16;17783;-578,0004407;-1888,810792;1975,269784;-107,0147858;83,23154179
17;15849;574,0136531;-2155,981118;2231,08634;-75,09127842;82,00651979
18;14125;154,9199732;-1884,319495;1890,677169;-85,29997854;79,9514818
19;12589;-761023,255;5902232,338;5951092,586;97,34707882;77,10142981
20;11220;-293715,8754;5675979,917;5683574,318;92,96225203;75,03638881
21;10000;90249,26278;193122,8643;213169,8153;64,95259785;70,57630382
22;8912,5;77864,16762;175053,1261;191589,2104;66,02035497;69,29628083
23;7943,3;64745,80661;157232,6022;170041,4969;67,61893945;68,01625983
24;7079,5;395119,0142;1039628,39;1112180,841;69,19030869;66,72623383
25;6309,6;535174,4633;1640757,089;1725831,837;71,9349521;65,42620883
26;5623,4;483016,9864;1587239,443;1659106,524;73,07433334;64,14618584
27;5011,9;598938,5596;1553729,48;1665173,473;68,91912438;62,85616184
28;4466,8;539792,1457;1346032,712;1450234,333;68,14800351;61,57613884
29;3981,1;477096,7461;1200138,515;1291492,842;68,32046057;60,29611585
30;3548,1;714764,9293;1448402,836;1615165,527;63,73435654;58,99609185
31;3162,3;677657,6769;1895024,66;2012545,252;70,3230341;57,71106785
32;2818,4;950087,7746;1946717,376;2166189,124;63,98549198;56,47104586
33;2511,9;602480,2368;2035193,842;2122497,682;73,50961922;55,18102186
34;2238,7;763333,581;2048858,55;2186435,344;69,56635269;53,99599986
35;1995,3;397981,7954;2076640,514;2114432,627;79,1509857;51,90096187
36;1778,3;352018,743;3028577,471;3048966,824;83,37012529;50,61593687
37;1584,9;-3807933,852;2248436,601;4422197,12;149,4398042;49,37591188
38;1412,5;-7148207,174;2894614,371;7712046,302;157,9548726;48,09588788
39;1258,9;-2408352,061;-132986,7144;2412020,961;-176,839396;46,78586588
40;1122;-740309,8925;-275279,7208;789833,9456;-159,6026558;45,60084588
41;1000;-2837705,552;834340,249;2957819,543;163,6156451;43,35580289
42;891,25;-10084644,3;19062519,61;21565706,68;117,8801823;42,10077889
43;794,33;308188,7592;1478268,643;1510052,48;78,22368302;40,8357539
44;707,95;-3946237,548;7265978,968;8268448,533;118,5068988;39,5607309
45;630,96;-2393610,039;-3427585,4;4180635,202;-124,9280257;38,2707069
46;562,34;5184460,729;-10628188,19;11825270,29;-63,99674699;36,98068491
47;501,19;-14331,71533;853724,195;853844,4819;90,96175051;35,74566091
48;446,68;-1102449,899;1894302,71;2191752,389;120,1986307;34,49063591
49;398,11;-61026,71305;1688185,822;1689288,498;92,07030006;33,21561492
50;354,81;-680177,5212;653320,4381;943116,6711;136,1537997;31,94059192
51;316,23;-1225374,05;1253005,729;1752588,063;134,3612307;30,63556592
52;281,84;-12172546,7;651468,8918;12189967,39;176,93648;29,32054293
53;251,19;-3570706,396;1028206,743;3715797,797;163,9359213;28,15052193
54;223,87;7371152,486;-3866092,991;8323494,698;-27,67654399;23,41043494
55;199,53;1713354,2;602472,6663;1816192,702;19,37338045;17,05531596
56;177,83;27938605,02;-40548769,22;49241936,76;-55,43267627;15,71529096
57;158,49;41443895,12;5722614,286;41837121,76;7,861744838;14,50026796
58;141,25;1515326,333;2518569,797;2939286,94;58,96629951;12,33022897
59;125,89;1047711,669;3690626,68;3836459,961;74,15157809;11,04020497
60;112,2;504551,8755;11595528,26;11606500,26;87,50848186;9,755180975
61;100;-88616,34309;2112277,875;2114135,918;92,40231972;7,655140981
